1.0,-46.2341012745936
2.0,-46.04871214882086
3.0,-45.8615017374336
4.0,-45.67246298954556
5.0,-45.48158916384096
6.0,-45.28887384154151
7.0,-45.094310939733944
8.0,-44.89789472506671
9.0,-44.6996198278214
10.0,-44.49948125636766
11.0,-44.2974744120172
12.0,-44.093595104273945
13.0,-43.88783956650255
14.0,-43.68020447201981
15.0,-43.47068695061509
16.0,-43.25928460551975
17.0,-43.045995530822545
18.0,-42.83081832935551
19.0,-42.61267254186416
20.0,-42.376755686551334
21.0,-42.09881370300297
22.0,-41.75789843711803
23.0,-41.348129194134216
24.0,-40.867640718446054
25.0,-40.31617579693246
26.0,-39.70190898657049
27.0,-39.03569306012925
28.0,-38.328352812714904
29.0,-37.590690385174
30.0,-36.83349180920631
31.0,-36.067533545537124
32.0,-35.30358901810584
33.0,-34.552435147224344
34.0,-33.82485888464663
35.0,-33.13166375350999
36.0,-32.48367639609736
37.0,-31.89175313237197
38.0,-31.366694596342022
39.0,-30.914216715178547
40.0,-30.532349902373003
41.0,-30.218529229003387
42.0,-29.970233381144094
43.0,-29.784983175281475
44.0,-29.660340093116268
45.0,-29.59390483509081
46.0,-29.583315891990242
47.0,-29.626248133977725
48.0,-29.720411416442197
49.0,-29.863549202005796
50.0,-30.053437198095427
51.0,-30.28788200945473
52.0,-30.564719804975557
53.0,-30.881814998271853
54.0,-31.237058941375533
55.0,-31.62836863097816
56.0,-32.0536854266238
57.0,-32.510973780274426
58.0,-32.998219976667585
59.0,-33.51343088390353
60.0,-34.05463271367764
61.0,-34.61986979061004
62.0,-35.207203330096874
63.0,-35.8147102241397
64.0,-36.44048183458729
65.0,-37.0826227932458
66.0,-37.739249808309154
67.0,-38.408490476558256
68.0,-39.08848210079087
69.0,-39.77737051194316
70.0,-40.47330889535592
71.0,-41.174456620656606
72.0,-41.87897807471468
73.0,-42.585041497140935
74.0,-43.29081781779276
75.0,-43.9944794957548
76.0,-44.694199359267635
77.0,-45.388149446060055
78.0,-46.07449984356873
79.0,-46.75141752850501
80.0,-47.41706520523852
81.0,-48.0696001424636
82.0,-48.70717300762755
83.0,-49.32792669856647
84.0,-49.92999517183443
85.0,-50.51150226718079
86.0,-51.070560527629965
87.0,-51.60527001464979
88.0,-52.11371711783614
89.0,-52.59397335859327
90.0,-53.0440941872552
91.0,-53.46211777310093
92.0,-53.846063786716655
93.0,-54.19393217413914
94.0,-54.50370192224264
95.0,-54.77332981478383
