585,939,-57,7.071067812
587,709,-49,16.2788206
1297,940,-40,16.64331698
1297,700,-37,18.11077028
680,941,-74,102.0049018
677,707,-78,102.8250942
1297,823,-53,105.0190459
588,829,-51,109.772492
588,829,-78,111.4495402
1165,941,-69,123.685084
1297,823,-63,131.3087964
1164,701,-59,136.0661604
682,830,-86,151.3803158
682,830,-75,153.4568343
748,942,-78,170.0117643
1164,822,-69,170.4142013
749,705,-64,174.6453549
1164,822,-76,181.1077028
746,827,-85,201.7176244
746,827,-81,202.4672813
585,939,-58,219.2281916
1297,940,-57,222.0090088
1062,940,-67,226.4332131
587,709,-82,231.1752582
1062,702,-63,237.5394704
680,941,-59,244.675295
677,707,-79,253.1600284
1297,700,-64,254.1593988
1062,824,-59,259.6247292
1165,941,-75,260.1634102
1062,824,-65,260.7220742
854,938,-84,276.0072463
854,703,-69,279.5174413
748,942,-83,281.4480414
1164,701,-70,281.7534383
749,705,-74,290.6303494
854,826,-83,298.4577022
854,826,-75,298.6168113
1062,940,-69,324.7352768
956,940,-76,332.2950496
1062,702,-55,338.4966765
954,703,-75,345.325933
854,938,-84,354.0692023
955,825,-70,357.1134274
955,825,-61,360.2568528
854,703,-80,363.7925233
956,940,-81,378
954,703,-95,379.3810749
955,825,-78,394.1497177
955,825,-66,394.2397748
956,940,-66,408.5743506
954,703,-70,417.8001915
854,938,-76,434.2948307
956,940,-84,439.9556796
954,703,-93,444.4603469
854,703,-61,445.2527372
854,826,-64,452.4820438
854,826,-71,457.918115
1062,940,-84,484
1062,702,-89,487.3325353
854,938,-73,496.4121272
1062,824,-93,497.706741
1062,824,-88,497.9809233
854,703,-79,501.3551635
1062,940,-69,534.3865642
1062,702,-90,539.3514624
748,942,-76,540.1333169
749,705,-72,550.1536149
746,827,-72,556.6803392
746,827,-76,563.639956
1165,941,-79,587.0008518
1164,701,-89,589.3063719
749,705,-60,593.7356314
748,942,-80,594.7915601
1164,822,-78,597.7624946
1164,822,-83,597.7666769
680,941,-57,608.1389644
682,830,-66,618.5563838
677,707,-71,622.0972593
682,830,-65,627.0829291
1165,941,-89,630.0325388
1164,701,-72,632.8641244
680,941,-70,657.9437666
677,707,-75,659.0371765
585,939,-80,703.1600102
588,829,-76,711.0731327
587,709,-71,712.0568798
1297,940,-87,719
588,829,-72,719.6123957
1297,700,-84,722.2769552
1297,823,-74,728.457274
1297,823,-83,729.3099478
587,709,-76,742.5806354
585,939,-82,747.4202299
1297,940,-82,754.7741384
1297,700,-86,757.9980211
