585,939,-51,7.071067812
587,709,-33,16.2788206
1297,940,-41,16.64331698
1297,700,-34,18.11077028
680,941,-58,102.0049018
677,707,-65,102.8250942
1297,823,-66,105.0190459
588,829,-48,109.772492
588,829,-59,111.4495402
1165,941,-62,123.685084
1297,823,-59,131.3087964
1164,701,-65,136.0661604
682,830,-60,151.3803158
682,830,-71,153.4568343
748,942,-60,170.0117643
1164,822,-56,170.4142013
749,705,-56,174.6453549
1164,822,-68,181.1077028
746,827,-75,201.7176244
746,827,-79,202.4672813
585,939,-72,219.2281916
1297,940,-63,222.0090088
1062,940,-71,226.4332131
587,709,-64,231.1752582
1062,702,-61,237.5394704
680,941,-68,244.675295
677,707,-65,253.1600284
1297,700,-65,254.1593988
1062,824,-60,259.6247292
1165,941,-66,260.1634102
1062,824,-55,260.7220742
854,938,-71,276.0072463
854,703,-67,279.5174413
748,942,-70,281.4480414
1164,701,-63,281.7534383
749,705,-69,290.6303494
854,826,-57,298.4577022
854,826,-74,298.6168113
1062,940,-64,324.7352768
956,940,-59,332.2950496
1062,702,-65,338.4966765
954,703,-69,345.325933
854,938,-75,354.0692023
955,825,-64,357.1134274
955,825,-57,360.2568528
854,703,-77,363.7925233
956,940,-77,378
954,703,-92,379.3810749
955,825,-78,394.1497177
955,825,-81,394.2397748
956,940,-65,408.5743506
954,703,-67,417.8001915
854,938,-73,434.2948307
956,940,-78,439.9556796
954,703,-82,444.4603469
854,703,-77,445.2527372
854,826,-59,452.4820438
854,826,-61,457.918115
1062,940,-75,484
1062,702,-84,487.3325353
854,938,-54,496.4121272
1062,824,-77,497.706741
1062,824,-64,497.9809233
854,703,-63,501.3551635
1062,940,-61,534.3865642
1062,702,-80,539.3514624
748,942,-65,540.1333169
749,705,-73,550.1536149
746,827,-60,556.6803392
746,827,-66,563.639956
1165,941,-73,587.0008518
1164,701,-78,589.3063719
749,705,-74,593.7356314
748,942,-64,594.7915601
1164,822,-77,597.7624946
1164,822,-61,597.7666769
680,941,-77,608.1389644
682,830,-67,618.5563838
677,707,-66,622.0972593
682,830,-72,627.0829291
1165,941,-83,630.0325388
1164,701,-72,632.8641244
680,941,-73,657.9437666
677,707,-74,659.0371765
585,939,-79,703.1600102
588,829,-77,711.0731327
587,709,-73,712.0568798
1297,940,-86,719
588,829,-69,719.6123957
1297,700,-68,722.2769552
1297,823,-74,728.457274
1297,823,-85,729.3099478
587,709,-79,742.5806354
585,939,-73,747.4202299
1297,940,-85,754.7741384
1297,700,-73,757.9980211
