0.0,-58.79548403484395
1.0,-58.025500810931284
2.0,-57.23295770526966
3.0,-56.41730145006347
4.0,-55.57796633120115
5.0,-54.71437392222563
6.0,-53.825932812817626
7.0,-52.912038331665116
8.0,-51.973225741892605
9.0,-51.01573125709534
10.0,-50.04754783152383
11.0,-49.07666450389416
12.0,-48.11107076157593
13.0,-47.15876142179182
14.0,-46.227741515531726
15.0,-45.32603117640561
16.0,-44.46167053664061
17.0,-43.643282864452566
18.0,-42.882318188766504
19.0,-42.187573067827984
20.0,-41.559659754151895
21.0,-40.99648971077579
22.0,-40.49601334852037
23.0,-40.056221578627195
24.0,-39.67514465232056
25.0,-39.35085101851472
26.0,-39.08144619914806
27.0,-38.86507168166105
28.0,-38.699903828104524
29.0,-38.58415280040556
30.0,-38.51606150130309
31.0,-38.49390453048444
32.0,-38.515987155442275
33.0,-38.58064429660765
34.0,-38.68623952629029
35.0,-38.83116408097442
36.0,-39.01383588653651
37.0,-39.2326985959318
38.0,-39.486220638918624
39.0,-39.772894283398166
40.0,-40.09123470793594
41.0,-40.439779085038104
42.0,-40.817085674787315
43.0,-41.22173292840448
44.0,-41.652318601338266
45.0,-42.10745887547711
46.0,-42.585787490083206
47.0,-43.08595488105323
48.0,-43.60662732810371
49.0,-44.146486109505744
50.0,-44.704226663964555
51.0,-45.278557759279956
52.0,-45.868200667380336
53.0,-46.471888345382936
54.0,-47.088364622271115
55.0,-47.71638339084227
56.0,-48.354707804539586
57.0,-49.00210947879755
58.0,-49.657367696546316
59.0,-50.3192686174872
60.0,-50.986604490799806
61.0,-51.65817287089661
62.0,-52.33277583587481
63.0,-53.009219208301786
64.0,-53.68631177797227
65.0,-54.36286452628117
66.0,-55.03768985185694
67.0,-55.70960079708327
68.0,-56.377410275176345
69.0,-57.039930297434225
70.0,-57.69597120032604
71.0,-58.34434087203982
72.0,-58.98384397815539
73.0,-59.61328118606723
74.0,-60.23144838781148
75.0,-60.837135920927295
76.0,-61.429127787005
77.0,-62.00620086755624
78.0,-62.567124136839524
79.0,-63.11065787128827
80.0,-63.63555285517278
81.0,-64.14054958213273
82.0,-64.6243774522066
83.0,-65.08575396400859
84.0,-65.52338390165436
85.0,-65.93595851609028
86.0,-66.32215470043657
87.0,-66.68063415896464
88.0,-67.01004256934458
89.0,-67.30900873776694
90.0,-67.57614374655394
91.0,-67.81004009388569
92.0,-68.0092708252253
93.0,-68.17238865608492
94.0,-68.29792508568963
95.0,-68.38438950118405
96.0,-68.43026827193559
97.0,-68.43402383355692
98.0,-68.3940937612106
99.0,-68.30888983179538
100.0,-68.17679707458106
101.0,-67.99617280987174
102.0,-67.76534567526127
103.0,-67.48476266825908
104.0,-67.16928331824148
105.0,-66.8498304519828
106.0,-66.55483399286727
107.0,-66.29356558095029
108.0,-66.07024270958044
109.0,-65.8891062132857
110.0,-65.75436257102255
111.0,-65.66101730052867
112.0,-65.58574367752594
113.0,-65.51598323314317
114.0,-65.45067959232229
115.0,-65.38916913318273
116.0,-65.33079119210106
117.0,-65.27488767282931
118.0,-65.22080265688574
119.0,-65.1678820150287
120.0,-65.11547301963108
121.0,-65.06292395779954
122.0,-65.00958374505622
123.0,-64.95480153940257
124.0,-64.89797053818049
125.0,-64.84152316813802
126.0,-64.79284266336207
127.0,-64.7597725417816
128.0,-64.75016642928084
129.0,-64.77189277497826
130.0,-64.8328395732669
131.0,-64.94091909478013
132.0,-65.1038455442759
133.0,-65.32694873657235
134.0,-65.6141346062679
135.0,-65.969327984022
136.0,-66.39649517359476
137.0,-66.89755095632148
138.0,-67.46422807495588
139.0,-68.08518393970176
140.0,-68.74910828477401
141.0,-69.44471707128241
142.0,-70.16074565689362
143.0,-70.88594197426335
144.0,-71.60905971518093
145.0,-72.31885151734653
146.0,-73.00406215070099
147.0,-73.65342170023528
148.0,-74.25563874219593
149.0,-74.79939351062346
