197,155,-37,12.08304597
193,456,-42,23.40939982
1221,465,-34,26.40075756
1215,160,-40,40.60788101
621,781,-41,85.90692638
786,784,-51,93.04837452
1060,158,-48,115.1086443
1059,466,-38,141.7956276
196,308,-51,142.126704
344,157,-51,142.2849254
624,680,-40,156.1857868
784,682,-52,159.5305613
1213,310,-50,161.5332783
348,459,-45,164.1036258
196,308,-42,170.3555106
1213,310,-54,171.4934401
1059,310,-50,195.2050204
341,311,-50,200.8631375
1059,310,-50,221.6348348
341,311,-53,228.5278976
784,564,-45,266.8969839
618,559,-51,270.4163457
193,456,-54,290.1396216
875,163,-59,300.1666204
1221,465,-49,315.3727953
522,158,-54,320.0999844
1215,160,-51,321.3502762
879,463,-49,321.5042768
197,155,-37,323.2228334
348,459,-54,327.3606574
1059,466,-50,333.8038346
524,462,-52,339.3773711
873,312,-58,341.2989892
1060,158,-50,352.0355096
523,312,-54,352.6428788
703,462,-56,355.0225345
344,157,-53,358.2206024
873,312,-40,368.089663
523,312,-54,376.5634077
524,462,-61,395.7903485
879,463,-54,397.1347378
784,564,-68,424.1992456
879,463,-58,428.6210447
524,462,-48,437.3785546
618,559,-54,440.5110668
875,163,-53,454.6966021
784,682,-68,462.014069
522,158,-49,464.7246497
702,162,-54,473.0856159
624,680,-65,483.2442447
703,462,-48,497.3630465
704,314,-59,497.7569688
702,162,-55,500.0159997
348,459,-54,501.3631418
1059,466,-63,502.793198
704,314,-57,503.0248503
786,784,-62,513.0350865
703,462,-47,518.2470453
704,314,-52,523.3593412
704,314,-53,523.3622073
621,781,-59,530.9472667
873,312,-61,534.1357505
523,312,-51,534.7906132
704,314,-54,544.2949568
703,462,-59,564.1498028
784,564,-65,567.275947
618,559,-68,572.2805256
703,462,-59,581.9080683
618,559,-71,587.2035422
702,162,-47,591.4093337
784,564,-69,605.1421321
702,162,-56,605.9249128
624,680,-62,609.4070889
341,311,-63,619.8386887
193,456,-66,621.5762222
1059,310,-69,621.8110646
1221,465,-68,629.5935197
784,682,-64,632.7851136
621,781,-70,652.1050529
522,158,-63,653.0191421
702,162,-57,655.0068702
784,682,-65,657.8160837
624,680,-64,665.0413521
523,312,-57,671.107294
875,163,-57,673.0066864
786,784,-68,674.4160437
524,462,-51,676.2669591
875,163,-51,677.2680415
522,158,-62,682.356212
873,312,-57,686.7000801
618,559,-68,689.2641003
879,463,-48,694.1620848
523,312,-53,697.7750354
784,564,-66,705.0730459
873,312,-48,707.7428912
196,308,-61,715.6046394
524,462,-64,720.6122397
1213,310,-65,721.9729912
879,463,-59,739.2820842
786,784,-64,741.2705309
621,781,-64,744.1679918
344,157,-61,749.4164396
522,158,-49,751.0079893
1060,158,-66,751.4000266
875,163,-51,758.5018128
624,680,-64,762.4499984
784,682,-64,777.8046027
197,155,-54,830.8116513
344,157,-59,831.0096269
1215,160,-69,835.4070864
621,781,-65,837.4365648
341,311,-59,848.8344951
786,784,-71,850.2823061
348,459,-65,852.2839902
1060,158,-62,858.0372952
1059,310,-62,869.0138089
1059,466,-52,874.082376
341,311,-50,875.6603223
348,459,-57,881.7964618
1059,310,-53,890
1059,466,-63,907.9917401
344,157,-53,915.2660815
1060,158,-54,931.6785926
197,155,-59,978.002045
196,308,-57,991.1942292
193,456,-60,1007.31028
1215,160,-64,1013.017769
196,308,-52,1018.795858
1213,310,-62,1021.203702
193,456,-60,1027.683317
1221,465,-56,1036.08156
1213,310,-62,1041.637173
197,155,-49,1054.649231
1221,465,-68,1061.961393
1215,160,-61,1077.97217
