585,939,-46,7.071067812
587,709,-36,16.2788206
1297,940,-37,16.64331698
1297,700,-36,18.11077028
680,941,-53,102.0049018
677,707,-62,102.8250942
1297,823,-50,105.0190459
588,829,-41,109.772492
588,829,-54,111.4495402
1165,941,-58,123.685084
1297,823,-56,131.3087964
1164,701,-56,136.0661604
682,830,-60,151.3803158
682,830,-61,153.4568343
748,942,-61,170.0117643
1164,822,-49,170.4142013
749,705,-52,174.6453549
1164,822,-61,181.1077028
746,827,-70,201.7176244
746,827,-64,202.4672813
585,939,-71,219.2281916
1297,940,-62,222.0090088
1062,940,-66,226.4332131
587,709,-70,231.1752582
1062,702,-51,237.5394704
680,941,-63,244.675295
677,707,-65,253.1600284
1297,700,-62,254.1593988
1062,824,-46,259.6247292
1165,941,-57,260.1634102
1062,824,-53,260.7220742
854,938,-67,276.0072463
854,703,-59,279.5174413
748,942,-67,281.4480414
1164,701,-62,281.7534383
749,705,-65,290.6303494
854,826,-53,298.4577022
854,826,-69,298.6168113
1062,940,-61,324.7352768
956,940,-59,332.2950496
1062,702,-62,338.4966765
954,703,-55,345.325933
854,938,-66,354.0692023
955,825,-62,357.1134274
955,825,-50,360.2568528
854,703,-61,363.7925233
956,940,-72,378
954,703,-76,379.3810749
955,825,-66,394.1497177
955,825,-71,394.2397748
956,940,-57,408.5743506
954,703,-69,417.8001915
854,938,-69,434.2948307
956,940,-67,439.9556796
954,703,-67,444.4603469
854,703,-68,445.2527372
854,826,-60,452.4820438
854,826,-66,457.918115
1062,940,-69,484
1062,702,-75,487.3325353
854,938,-55,496.4121272
1062,824,-69,497.706741
1062,824,-74,497.9809233
854,703,-65,501.3551635
1062,940,-51,534.3865642
1062,702,-71,539.3514624
748,942,-59,540.1333169
749,705,-66,550.1536149
746,827,-59,556.6803392
746,827,-57,563.639956
1165,941,-70,587.0008518
1164,701,-72,589.3063719
749,705,-71,593.7356314
748,942,-59,594.7915601
1164,822,-73,597.7624946
1164,822,-75,597.7666769
680,941,-76,608.1389644
682,830,-64,618.5563838
677,707,-70,622.0972593
682,830,-69,627.0829291
1165,941,-75,630.0325388
1164,701,-67,632.8641244
680,941,-68,657.9437666
677,707,-75,659.0371765
585,939,-78,703.1600102
588,829,-76,711.0731327
587,709,-68,712.0568798
1297,940,-76,719
588,829,-61,719.6123957
1297,700,-82,722.2769552
1297,823,-75,728.457274
1297,823,-78,729.3099478
587,709,-73,742.5806354
585,939,-79,747.4202299
1297,940,-63,754.7741384
1297,700,-69,757.9980211
