545.0,690.0,-37.65269110521794
545.0,700.0,-36.42324582132905
545.0,710.0,-35.69483694728866
545.0,720.0,-35.4977959056057
545.0,730.0,-35.7916013455268
545.0,740.0,-36.483474630906436
545.0,750.0,-37.462007230976376
545.0,760.0,-38.62520519750862
545.0,770.0,-39.89592267037227
545.0,780.0,-41.22751713736306
545.0,790.0,-42.603916704556696
545.0,800.0,-44.03632959270767
545.0,810.0,-45.556650734619225
545.0,820.0,-47.20626591045716
545.0,830.0,-49.01991372846979
545.0,840.0,-51.00914855844417
545.0,850.0,-53.154679757728836
545.0,860.0,-55.412011896988645
545.0,870.0,-57.723882149544856
545.0,880.0,-60.03053861211289
545.0,890.0,-62.2746267932309
545.0,900.0,-64.40200475309642
545.0,910.0,-66.36098401233062
545.0,920.0,-68.10246115865888
545.0,930.0,-69.5833112713407
545.0,940.0,-70.77427372180756
545.0,950.0,-71.66932185177097
555.0,690.0,-36.18525596054837
555.0,700.0,-34.81300929075723
555.0,710.0,-34.029015063796685
555.0,720.0,-33.87786441562495
555.0,730.0,-34.29569371915299
555.0,740.0,-35.14752470652304
555.0,750.0,-36.285205220971946
555.0,760.0,-37.583894135942316
555.0,770.0,-38.95556353294995
555.0,780.0,-40.350963298155705
555.0,790.0,-41.757432786884934
555.0,800.0,-43.19516520880707
555.0,810.0,-44.71128166040644
555.0,820.0,-46.368219689193054
555.0,830.0,-48.22194778411455
555.0,840.0,-50.29407322335203
555.0,850.0,-52.558509134873496
555.0,860.0,-54.95508508456125
555.0,870.0,-57.412572168645454
555.0,880.0,-59.862784983429286
555.0,890.0,-62.244376268840256
555.0,900.0,-64.50116738793113
555.0,910.0,-66.57880364962142
555.0,920.0,-68.42246537629597
555.0,930.0,-69.97904923384662
555.0,940.0,-71.20822198830847
555.0,950.0,-72.10058001186523
565.0,690.0,-35.23320020594005
565.0,700.0,-33.715712212963936
565.0,710.0,-32.880091336526526
565.0,720.0,-32.79750322516578
565.0,730.0,-33.36400518235484
565.0,740.0,-34.38513656597633
565.0,750.0,-35.674314596855034
565.0,760.0,-37.089311779001825
565.0,770.0,-38.53657706534159
565.0,780.0,-39.96725532877406
565.0,790.0,-41.372588135741395
565.0,800.0,-42.78037389107201
565.0,810.0,-44.25152236267663
565.0,820.0,-45.87194832156204
565.0,830.0,-47.727471222735446
565.0,840.0,-49.8545933791527
565.0,850.0,-52.21271212516419
565.0,860.0,-54.71771541509355
565.0,870.0,-57.283088803190665
565.0,880.0,-59.834743206196265
565.0,890.0,-62.31071034604658
565.0,900.0,-64.6561249409999
565.0,910.0,-66.81725351426627
565.0,920.0,-68.73623289919529
565.0,930.0,-70.34952226295984
565.0,940.0,-71.59944422389339
565.0,950.0,-72.46885231195503
575.0,690.0,-35.007017874731496
575.0,700.0,-33.36192519019598
575.0,710.0,-32.48138580985737
575.0,720.0,-32.48968035907659
575.0,730.0,-33.20931039303808
575.0,740.0,-34.37535377171383
575.0,750.0,-35.77592918757046
575.0,760.0,-37.26347045748696
575.0,770.0,-38.74563475823159
575.0,780.0,-40.17651869190237
575.0,790.0,-41.550659378521125
575.0,800.0,-42.899965432949216
575.0,810.0,-44.293042278217484
575.0,820.0,-45.8344919683682
575.0,830.0,-47.648747630952
575.0,840.0,-49.79754274892008
575.0,850.0,-52.21016376686413
575.0,860.0,-54.771617593800485
575.0,870.0,-57.384556790722286
575.0,880.0,-59.97399808082328
575.0,890.0,-62.480793527744225
575.0,900.0,-64.85401856382204
575.0,910.0,-67.04351482063568
575.0,920.0,-68.99268816139322
575.0,930.0,-70.63210113709543
575.0,940.0,-71.88157041224534
575.0,950.0,-72.70672776840325
585.0,690.0,-35.72577643167636
585.0,700.0,-34.03486936441221
585.0,710.0,-33.13281990265813
585.0,720.0,-33.23018293021942
585.0,730.0,-34.042715741103244
