193,456,-64,1007.31028
196,308,-63,1018.795858
197,155,-61,1054.649231
341,311,-52,875.6603223
344,157,-60,915.2660815
348,459,-66,852.2839902
522,158,-55,751.0079893
523,312,-58,697.7750354
524,462,-63,676.2669591
618,559,-73,587.2035422
621,781,-71,652.1050529
624,680,-70,609.4070889
702,162,-54,591.4093337
703,462,-57,497.3630465
704,314,-58,523.3593412
784,564,-61,424.1992456
784,682,-68,462.014069
786,784,-70,513.0350865
873,312,-49,368.089663
875,163,-58,454.6966021
879,463,-53,321.5042768
1059,310,-55,221.6348348
1059,466,-60,141.7956276
1060,158,-52,352.0355096
1213,310,-50,171.4934401
1215,160,-46,321.3502762
1221,465,-54,26.40075756
193,456,-65,1027.683317
196,308,-54,991.1942292
197,155,-59,978.002045
341,311,-54,848.8344951
344,157,-54,831.0096269
348,459,-57,881.7964618
522,158,-50,653.0191421
523,312,-52,671.107294
524,462,-47,720.6122397
618,559,-72,689.2641003
621,781,-59,837.4365648
624,680,-74,762.4499984
702,162,-48,473.0856159
703,462,-59,564.1498028
704,314,-50,497.7569688
784,564,-69,567.275947
784,682,-71,657.8160837
786,784,-65,741.2705309
873,312,-46,341.2989892
875,163,-53,300.1666204
879,463,-55,428.6210447
1059,310,-50,195.2050204
1059,466,-46,333.8038346
1060,158,-52,115.1086443
1213,310,-50,161.5332783
1215,160,-54,40.60788101
1221,465,-34,315.3727953
193,456,-59,290.1396216
196,308,-55,142.126704
197,155,-40,12.08304597
341,311,-56,200.8631375
344,157,-52,142.2849254
348,459,-59,327.3606574
522,158,-59,320.0999844
523,312,-55,352.6428788
524,462,-56,437.3785546
618,559,-66,572.2805256
621,781,-71,744.1679918
624,680,-65,665.0413521
702,162,-59,500.0159997
703,462,-57,581.9080683
704,314,-55,523.3622073
784,564,-70,705.0730459
784,682,-68,777.8046027
786,784,-67,850.2823061
873,312,-63,686.7000801
875,163,-61,673.0066864
879,463,-53,739.2820842
1059,310,-62,869.0138089
1059,466,-60,907.9917401
1060,158,-64,858.0372952
1213,310,-67,1021.203702
1215,160,-64,1013.017769
1221,465,-68,1061.961393
193,456,-60,23.40939982
196,308,-57,170.3555106
197,155,-49,323.2228334
341,311,-56,228.5278976
344,157,-54,358.2206024
348,459,-47,164.1036258
522,158,-48,464.7246497
523,312,-57,376.5634077
524,462,-55,339.3773711
618,559,-63,440.5110668
621,781,-56,530.9472667
624,680,-61,483.2442447
702,162,-53,605.9249128
703,462,-47,518.2470453
704,314,-58,544.2949568
784,564,-64,605.1421321
784,682,-59,632.7851136
786,784,-59,674.4160437
873,312,-54,707.7428912
875,163,-52,758.5018128
879,463,-53,694.1620848
1059,310,-57,890
1059,466,-54,874.082376
1060,158,-59,931.6785926
1213,310,-59,1041.637173
1215,160,-59,1077.97217
1221,465,-57,1036.08156
193,456,-71,621.5762222
196,308,-68,715.6046394
197,155,-67,830.8116513
341,311,-74,619.8386887
344,157,-56,749.4164396
348,459,-65,501.3631418
522,158,-62,682.356212
523,312,-60,534.7906132
524,462,-63,395.7903485
618,559,-48,270.4163457
621,781,-41,85.90692638
624,680,-40,156.1857868
702,162,-67,655.0068702
703,462,-56,355.0225345
704,314,-60,503.0248503
784,564,-59,266.8969839
784,682,-53,159.5305613
786,784,-57,93.04837452
873,312,-54,534.1357505
875,163,-62,677.2680415
879,463,-57,397.1347378
1059,310,-64,621.8110646
1059,466,-66,502.793198
1060,158,-65,751.4000266
1213,310,-71,721.9729912
1215,160,-62,835.4070864
1221,465,-68,629.5935197
